 x f(x)
 1  1.5327021019732e-07
 2  3.70027020166145e-07
 3  7.14837310406531e-07
 4  1.23813454077e-06
 5  2.0033437696111e-06
 6  3.09047571633708e-06
 7  4.59977671996584e-06
 8  6.65592033871372e-06
 9  9.41289281308386e-06
 10  1.30596911578195e-05
 11  1.78269566003977e-05
 12  2.39946785612424e-05
 13  3.19011203277546e-05
 14  4.19531359539453e-05
 15  5.46380685595099e-05
 16  7.05374431999737e-05
 17  9.03426930186178e-05
 18  0.000114873185702678
 19  0.000145096848614162
 20  0.000182153725641031
 21  0.000227382837136795
 22  0.0002823527566344
 23  0.000348896364713201
 24  0.000429150291878935
 25  0.000525599619034928
 26  0.000641128466566192
 27  0.000779077171756349
 28  0.00094330682978558
 29  0.00113827205653976
 30  0.00136910292257316
 31  0.00164169710754292
 32  0.0019628234340671
 33  0.00234023806011025
 34  0.00278281474060226
 35  0.00330069071305579
 36  0.0039054299195548
 37  0.00461020544982139
 38  0.00543000327840267
 39  0.00638184957473273
 40  0.00748506408940173
 41  0.00876154236501131
 42  0.0102360697872453
 43  0.0119366707831061
 44  0.0138949967906754
 45  0.0161467569704309
 46  0.0187321960044233
 47  0.0216966237390229
 48  0.0250910018721962
 49  0.0289725933702998
 50  0.0334056808253277
 51  0.038462360534823
 52  0.0442234197068942
 53  0.0507793048659023
 54  0.0582311902646103
 55  0.0666921559004564
 56  0.0762884855919852
 57  0.0871610965015941
 58  0.0994671124982242
 59  0.113381594844504
 60  0.129099444873581
