 x f(x)
 1  0.00897736422916409
 2  0.00158424074632308
 3  0.00186381264273303
 4  0.00219272075615651
 5  0.00257967147783118
 6  0.00303490762097786
 7  0.00357047955409161
 8  0.00420056418128424
 9  0.00494184021327558
 10  0.00581392966267715
 11  0.00683991725020841
 12  0.00804696147083343
 13  0.00946701349509815
 14  0.0111376629354096
 15  0.0131031328651878
 16  0.0154154504296326
 17  0.0181358240348619
 18  0.0213362635704258
 19  0.0251014865534421
 20  0.0295311606511084
 21  0.0347425419424805
 22  0.0408735787558594
 23  0.0480865632421875
 24  0.05657242734375
 25  0.066555796875
 26  0.0783009375
 27  0.09211875
 28  0.108375
 29  0.1275
 30  0.15
